GP,GROUP_VALUE,PTS,REB,AST,STL,BLK,TOV,PLAYER_NAME,Tm
6,Road,2,2.2,0.5,0,0.8,0.5,Olivier Sarr,
9,ALL,4,3.4,0.4,0.1,0.6,0.4,Olivier Sarr,OKC
5,Road,3.2,2.2,0.4,0.2,0,0.6,Omer Yurtseven,
4,Home,6,3,0,0.2,0.5,0.2,Omer Yurtseven,
9,ALL,4.4,2.6,0.2,0.2,0.2,0.4,Omer Yurtseven,MIA
41,Home,9.9,7.1,1,0.7,1.3,0.9,Onyeka Okongwu,
80,ALL,9.9,7.2,1,0.7,1.3,1,Onyeka Okongwu,ATL
39,Road,9.9,7.3,1,0.7,1.3,1.2,Onyeka Okongwu,
15,Home,3.3,4.6,0.9,0.2,0.4,0.5,Orlando Robinson,
31,ALL,3.7,4.1,0.8,0.4,0.4,0.5,Orlando Robinson,MIA
16,Road,4.2,3.6,0.8,0.6,0.4,0.6,Orlando Robinson,
33,Road,5.7,3.4,0.8,0.5,0.3,0.5,Oshae Brissett,
32,Home,6.6,3.3,0.6,0.5,0.1,0.5,Oshae Brissett,
65,ALL,6.1,3.4,0.7,0.5,0.2,0.5,Oshae Brissett,IND
6,Road,4.7,1.7,0.8,1.2,0,0.3,Otto Porter Jr.,
2,Home,8,4.5,1.5,2,0,1,Otto Porter Jr.,
8,ALL,5.5,2.4,1,1.4,0,0.5,Otto Porter Jr.,TOR
19,Home,5.5,3.1,1.4,0.3,0.2,0.8,Ousmane Dieng,
39,ALL,4.9,2.7,1.2,0.4,0.2,0.7,Ousmane Dieng,OKC
20,Road,4.4,2.4,1,0.4,0.2,0.6,Ousmane Dieng,
75,ALL,3.5,3.9,0.8,0.5,0.2,0.6,P.J. Tucker,PHI
40,Home,3.3,4.5,0.9,0.6,0.2,0.6,P.J. Tucker,
35,Road,3.8,3.3,0.7,0.4,0.2,0.6,P.J. Tucker,
73,ALL,15.7,4.9,2.4,0.9,1.1,1.5,P.J. Washington,CHO
33,Home,16.9,4.8,2.6,0.8,1.2,1.4,P.J. Washington,
40,Road,14.7,5,2.2,1,1,1.6,P.J. Washington,
16,ALL,1.4,0.9,0.6,0.4,0.1,0.3,PJ Dozier,SAC
72,ALL,20,6.9,3.7,0.8,0.5,2.8,Paolo Banchero,ORL
36,Home,19.5,7.3,3.9,0.7,0.4,2.7,Paolo Banchero,
36,Road,20.4,6.5,3.6,1,0.7,2.9,Paolo Banchero,
35,Home,25.1,7.9,5.9,0.7,0.4,2.4,Pascal Siakam,
36,Road,23.4,7.7,5.8,1.1,0.6,2.4,Pascal Siakam,
71,ALL,24.2,7.8,5.8,0.9,0.5,2.4,Pascal Siakam,TOR
28,Home,7.1,4.4,1.2,0.7,0.2,0.5,Pat Connaughton,
61,ALL,7.6,4.6,1.3,0.6,0.2,0.5,Pat Connaughton,MIL
33,Road,8.1,4.8,1.3,0.5,0.2,0.5,Pat Connaughton,
31,ALL,3.9,1.3,0.4,0.2,0.1,0.4,Patrick Baldwin Jr.,GSW
18,Road,3.8,0.9,0.3,0.2,0.1,0.3,Patrick Baldwin Jr.,
13,Home,4.2,1.8,0.5,0.2,0.2,0.5,Patrick Baldwin Jr.,
67,ALL,6.2,3.7,2.9,0.9,0.6,0.9,Patrick Beverley,TOT
33,Home,5.5,3.4,2.5,0.7,0.5,1,Patrick Beverley,
34,Road,6.8,4,3.2,1.2,0.7,0.8,Patrick Beverley,
82,ALL,10.2,4,1.2,0.9,0.9,1.2,Patrick Williams,CHI
41,Road,9.7,4.1,1.2,0.9,0.9,1.3,Patrick Williams,
41,Home,10.6,3.9,1.3,0.9,0.8,1.1,Patrick Williams,
20,Home,6.9,1,1.2,0.4,0,0.8,Patty Mills,
40,ALL,6.2,1.1,1.4,0.4,0.1,0.8,Patty Mills,BRK
20,Road,5.4,1.2,1.6,0.3,0.1,0.6,Patty Mills,
26,Home,24,6.1,4.9,1.5,0.5,3,Paul George,
30,Road,23.6,6.1,5.3,1.5,0.3,3.2,Paul George,
56,ALL,23.8,6.1,5.1,1.5,0.4,3.1,Paul George,LAC
35,Home,2.8,3,0.3,0.7,0.6,0.6,Paul Reed,
69,ALL,4.2,3.8,0.4,0.7,0.7,0.7,Paul Reed,PHI
34,Road,5.6,4.6,0.5,0.6,0.9,0.7,Paul Reed,
25,Home,5.6,2.1,1.5,0.2,0,0.9,Payton Pritchard,
23,Road,5.7,1.6,1.2,0.4,0,0.7,Payton Pritchard,
48,ALL,5.6,1.8,1.3,0.3,0,0.8,Payton Pritchard,BOS
23,ALL,3.3,1.6,0.5,0.1,0.5,0.3,Peyton Watson,DEN
13,Road,2.7,1.8,0.8,0.1,0.5,0.3,Peyton Watson,
10,Home,4,1.3,0,0.1,0.5,0.4,Peyton Watson,
25,Home,8.1,5.4,1,0.6,0.5,1.2,Precious Achiuwa,
30,Road,10.2,6.4,0.9,0.5,0.6,0.9,Precious Achiuwa,
55,ALL,9.2,6,0.9,0.6,0.5,1.1,Precious Achiuwa,TOR
71,ALL,11.3,3.2,2.1,0.7,0.4,1,Quentin Grimes,NYK
35,Road,11.5,3.2,1.9,0.7,0.4,1.1,Quentin Grimes,
36,Home,11,3.3,2.3,0.6,0.3,0.9,Quentin Grimes,
9,ALL,6.2,0.9,1.7,0.4,0.1,0.4,Quenton Jackson,WAS
27,Home,6.6,1.8,1,0.6,0.2,0.8,R.J. Hampton,
47,ALL,6.4,1.9,1.1,0.6,0.2,0.9,R.J. Hampton,TOT
20,Road,6.2,1.9,1.4,0.6,0.2,1,R.J. Hampton,
37,Road,19.1,4.8,2.5,0.4,0.2,1.9,RJ Barrett,
36,Home,20.1,5.3,3,0.4,0.2,2.6,RJ Barrett,
73,ALL,19.6,5,2.8,0.4,0.2,2.2,RJ Barrett,NYK
1,ALL,16,9,7,0,1,4,RaiQuan Gray,BRK
48,ALL,3.3,1,1.6,0.4,0.1,0.5,Raul Neto,CLE
78,ALL,7.2,3.6,1.4,0.7,0.2,0.5,Reggie Bullock Jr.,DAL
39,Road,7.9,4.1,1.6,0.8,0.2,0.5,Reggie Bullock Jr.,
39,Home,6.5,3.1,1.2,0.6,0.2,0.4,Reggie Bullock Jr.,
29,Home,9,2.1,3.2,0.8,0.1,1.8,Reggie Jackson,
68,ALL,10.2,2.1,3.4,0.7,0.1,1.7,Reggie Jackson,TOT
39,Road,11.1,2.1,3.6,0.6,0.1,1.6,Reggie Jackson,
20,Road,3,1.8,0.2,0,0.2,0.4,Richaun Holmes,
22,Home,3.1,2,0.3,0.1,0.4,0.2,Richaun Holmes,
42,ALL,3.1,1.9,0.2,0.1,0.3,0.3,Richaun Holmes,SAC
33,ALL,5.2,2.1,3.5,0.8,0.2,0.9,Ricky Rubio,CLE
17,Road,5.9,2,3.6,0.5,0.1,0.9,Ricky Rubio,
16,Home,4.4,2.2,3.4,1.1,0.2,1,Ricky Rubio,
26,Road,6.4,3.7,1.2,0.7,0.8,0.6,Robert Covington,
22,Home,5.5,3.2,1.2,0.9,0.6,0.7,Robert Covington,
48,ALL,6,3.5,1.2,0.8,0.7,0.7,Robert Covington,LAC
35,ALL,8,8.3,1.4,0.6,1.4,1,Robert Williams III,BOS
16,Road,7.4,7.4,1.3,0.6,1.4,0.8,Robert Williams III,
19,Home,8.5,9.1,1.5,0.6,1.4,1.2,Robert Williams III,
37,ALL,3,1.4,0.5,0.1,0.2,0.7,Robin Lopez,CLE
19,Road,3.1,1.3,0.5,0.1,0.3,0.5,Robin Lopez,
18,Home,2.9,1.4,0.5,0.1,0.2,0.8,Robin Lopez,
32,ALL,5.7,2.3,0.9,0.5,0,0.3,Rodney McGruder,DET
43,ALL,6.9,2.7,1.2,0.6,0.3,0.7,Romeo Langford,SAS
9,ALL,2.2,0.8,0.4,0,0.1,0,Ron Harper Jr.,TOR
5,Road,0.8,0.4,0.6,0,0.2,0,Ron Harper Jr.,
4,Home,4,1.2,0.2,0,0,0,Ron Harper Jr.,
37,Road,9.1,4.9,3.7,0.8,0.6,1.6,Royce O'Neale,
76,ALL,8.8,5.1,3.7,0.9,0.6,1.5,Royce O'Neale,BRK
39,Home,8.6,5.2,3.7,0.9,0.7,1.4,Royce O'Neale,
56,ALL,5.2,2.9,1,0.3,0.3,0.7,Rudy Gay,UTA
34,Home,12.6,11.1,0.9,1,1.3,1.6,Rudy Gobert,
36,Road,14.1,12.1,1.6,0.6,1.4,1.9,Rudy Gobert,
70,ALL,13.4,11.6,1.2,0.8,1.4,1.7,Rudy Gobert,MIN
33,Home,11.4,3.9,0.8,0.3,0.3,0.7,Rui Hachimura,
30,Road,11.1,5.1,1.1,0.3,0.5,1,Rui Hachimura,
63,ALL,11.2,4.5,0.9,0.3,0.4,0.8,Rui Hachimura,TOT
39,Home,16.3,5.8,7.3,1.2,0.4,3.4,Russell Westbrook,
34,Road,15.4,5.8,7.8,0.9,0.5,3.6,Russell Westbrook,
73,ALL,15.9,5.8,7.5,1,0.5,3.5,Russell Westbrook,TOT
9,Home,1,0.4,1.3,0.2,0,0.4,Ryan Arcidiacono,
11,Road,1.5,1,1,0.3,0,0.3,Ryan Arcidiacono,
20,ALL,1.3,0.8,1.2,0.3,0,0.4,Ryan Arcidiacono,TOT
7,Road,2.3,0.9,0.4,0.1,0.1,2,Ryan Rollins,
5,Home,1.4,1.2,0.6,0,0,0.4,Ryan Rollins,
12,ALL,1.9,1,0.5,0.1,0.1,1.3,Ryan Rollins,GSW
13,Road,5.7,1.8,2.5,0.8,0,1,Saben Lee,
12,Home,6.4,1.8,2.9,0.7,0.1,0.9,Saben Lee,
25,ALL,6,1.8,2.7,0.8,0,1,Saben Lee,TOT
77,ALL,13.8,4.7,1.5,0.9,0.2,0.9,Saddiq Bey,TOT
43,Home,14.2,5.1,1.6,0.9,0.1,0.9,Saddiq Bey,
34,Road,13.3,4.2,1.4,1,0.2,1,Saddiq Bey,
40,Road,5.4,2.2,0.7,0.3,0.2,0.3,Sam Hauser,
40,Home,7.4,2.9,1.1,0.4,0.3,0.5,Sam Hauser,
80,ALL,6.4,2.6,0.9,0.4,0.3,0.4,Sam Hauser,BOS
5,ALL,5,1.8,1,0.8,0,0,Sam Merrill,CLE
2,Road,3,2,1.5,0.5,0,0,Sam Merrill,
3,Home,6.3,1.7,0.7,1,0,0,Sam Merrill,
22,Road,7,4.5,1.3,0.5,0.4,1,Sandro Mamukelashvili,
21,Home,5.2,4.1,1.6,0.2,0.2,0.7,Sandro Mamukelashvili,
43,ALL,6.1,4.3,1.4,0.3,0.3,0.8,Sandro Mamukelashvili,TOT
38,Home,10.9,5.3,1.2,0.8,0.6,0.8,Santi Aldama,
77,ALL,9,4.8,1.3,0.6,0.6,0.8,Santi Aldama,MEM
39,Road,7.2,4.4,1.3,0.4,0.7,0.8,Santi Aldama,
37,Home,16.2,7,5.1,1.2,0.9,1.8,Scottie Barnes,
77,ALL,15.3,6.6,4.8,1.1,0.8,2,Scottie Barnes,TOR
40,Road,14.5,6.3,4.5,1,0.7,2.2,Scottie Barnes,
6,ALL,2.3,0.7,0.3,0.3,0.2,0.3,Scotty Pippen Jr.,LAL
16,ALL,4.1,2.8,0.3,0.1,0.4,0.7,Serge Ibaka,MIL
31,Road,9.8,1.7,1.6,0.6,0.2,0.9,Seth Curry,
61,ALL,9.2,1.6,1.6,0.6,0.1,0.8,Seth Curry,BRK
30,Home,8.6,1.6,1.6,0.6,0.1,0.7,Seth Curry,
41,Home,10.3,3.1,1.2,0.5,0.4,1.1,Shaedon Sharpe,
39,Road,9.4,2.8,1.2,0.4,0.2,0.9,Shaedon Sharpe,
80,ALL,9.9,3,1.2,0.5,0.3,1,Shaedon Sharpe,POR
68,ALL,31.4,4.8,5.5,1.6,1,2.8,Shai Gilgeous-Alexander,OKC
30,Home,31.9,5.2,5.8,1.6,1.1,2.9,Shai Gilgeous-Alexander,
38,Road,31,4.6,5.2,1.7,0.8,2.8,Shai Gilgeous-Alexander,
76,ALL,8.4,2.5,3.2,0.3,0.2,1.2,Shake Milton,PHI
37,Home,7.2,2.2,2.7,0.1,0.1,1.1,Shake Milton,
39,Road,9.5,2.8,3.6,0.5,0.2,1.4,Shake Milton,
5,ALL,8.8,4.4,6,2.2,0.4,1.2,Shaquille Harrison,POR
26,Home,6.6,1.4,0.8,0.2,0.2,0.9,Simone Fontecchio,
52,ALL,6.3,1.7,0.8,0.3,0.2,0.8,Simone Fontecchio,UTA
26,Road,6,1.9,0.8,0.4,0.1,0.6,Simone Fontecchio,
6,ALL,15.3,3.2,8.3,1,0.2,1.7,Skylar Mays,POR
4,Road,14.2,3.2,8,0.5,0.2,1.5,Skylar Mays,
2,Home,17.5,3,9,2,0,2,Skylar Mays,
37,Road,18.4,3.2,6.6,0.7,0.4,1.8,Spencer Dinwiddie,
42,Home,16.4,3.6,6.5,1,0.3,1.9,Spencer Dinwiddie,
79,ALL,17.3,3.4,6.5,0.8,0.3,1.8,Spencer Dinwiddie,TOT
30,ALL,5.8,3.2,2.2,0.5,0.2,1.1,Stanley Johnson,SAS
1,Road,2,0,0,1,1,0,Stanley Umude,
1,ALL,2,0,0,1,1,0,Stanley Umude,DET
30,Road,29.5,6.5,6.3,0.8,0.5,3.5,Stephen Curry,
56,ALL,29.4,6.1,6.3,0.9,0.4,3.2,Stephen Curry,GSW
26,Home,29.3,5.6,6.3,1,0.2,2.9,Stephen Curry,
4,ALL,0,2,0.5,0.8,0,0,Sterling Brown,LAL
42,ALL,8.6,11.5,2.3,0.9,1.1,1.9,Steven Adams,MEM
20,Home,8.8,12.2,2.5,0.8,1.2,1.5,Steven Adams,
22,Road,8.5,11,2.1,0.9,1,2.2,Steven Adams,
32,ALL,6.9,1.7,1.7,0.5,0.1,0.8,Svi Mykhailiuk,TOT
15,Road,5.1,1.6,1.3,0.5,0.1,0.6,Svi Mykhailiuk,
17,Home,8.6,1.7,1.9,0.5,0.1,0.9,Svi Mykhailiuk,
40,Home,8.6,3.4,5.4,1.2,0.1,1.9,T.J. McConnell,
75,ALL,8.7,3.1,5.3,1.1,0.1,1.9,T.J. McConnell,IND
35,Road,8.8,2.8,5.2,1,0.2,1.9,T.J. McConnell,
42,ALL,7.5,2.9,1,0.5,0.3,0.5,T.J. Warren,TOT
49,ALL,3.4,1.9,0.7,0.3,0.2,0.5,Taj Gibson,WAS
29,Home,9,3.2,3.6,0.8,0.4,2,Talen Horton-Tucker,
65,ALL,10.7,3.2,3.8,0.6,0.4,1.9,Talen Horton-Tucker,UTA
36,Road,12.1,3.2,3.9,0.5,0.5,1.9,Talen Horton-Tucker,
82,ALL,9.3,6,1.1,1.2,0.6,1.2,Tari Eason,HOU
41,Road,9.4,5.6,1.3,1.1,0.4,1,Tari Eason,
41,Home,9.1,6.5,0.8,1.2,0.7,1.4,Tari Eason,
29,Home,8.3,2.7,1.1,0.6,0.3,1.3,Taurean Prince,
25,Road,10.1,2.1,2,0.4,0.3,1.2,Taurean Prince,
54,ALL,9.1,2.4,1.6,0.5,0.3,1.3,Taurean Prince,MIN
40,Road,7.3,3,1.9,0.6,0.4,1,Terance Mann,
41,Home,10.3,3.9,2.6,0.4,0.2,1,Terance Mann,
81,ALL,8.8,3.4,2.3,0.5,0.3,1,Terance Mann,LAC
64,ALL,6.7,2.2,1,0.7,0.2,0.8,Terence Davis,SAC
63,ALL,8.3,2.4,1.5,0.6,0.2,0.7,Terrence Ross,TOT
63,ALL,21.1,4.1,5.1,1.2,0.3,2.1,Terry Rozier,CHO
30,Road,21.1,4.5,4.5,1.3,0.2,1.8,Terry Rozier,
33,Home,21.1,3.8,5.6,1.1,0.3,2.4,Terry Rozier,
31,ALL,2.9,1.5,0.3,0.1,0.2,0.3,Terry Taylor,TOT
17,Home,3.1,1.6,0.5,0.1,0.2,0.2,Terry Taylor,
14,Road,2.6,1.4,0.1,0.1,0.1,0.4,Terry Taylor,
54,ALL,4.4,3.1,1.4,1,0.1,0.8,Thaddeus Young,TOR
29,Road,4,2.3,1.2,1,0.1,0.6,Thaddeus Young,
25,Home,5,4,1.6,1,0.1,1,Thaddeus Young,
19,Road,1.6,1.2,0.4,0.2,0.1,0.3,Thanasis Antetokounmpo,
37,ALL,1.4,1.2,0.4,0.1,0.1,0.3,Thanasis Antetokounmpo,MIL
18,Home,1.2,1.2,0.4,0,0.1,0.4,Thanasis Antetokounmpo,
21,Home,6.5,3,3.8,0.9,0.3,1.3,Theo Maledon,
23,Road,6.9,2.6,3.1,0.8,0.2,1.4,Theo Maledon,
40,ALL,2.4,1.6,1.2,0.2,0,0.3,Theo Pinson,DAL
26,Home,9.4,5.7,0.5,0.2,0.5,0.6,Thomas Bryant,
33,Road,10.2,5.8,0.5,0.3,0.5,0.7,Thomas Bryant,
59,ALL,9.8,5.7,0.5,0.3,0.5,0.6,Thomas Bryant,TOT
44,ALL,6.7,2.8,3.5,0.8,0.3,1.3,Theo Maledon,CHO
71,ALL,14.4,3.5,1.8,0.7,0.2,0.8,Tim Hardaway Jr.,DAL
35,Home,13.7,3.2,1.9,0.7,0.1,0.8,Tim Hardaway Jr.,
36,Road,14.9,3.8,1.8,0.7,0.2,0.9,Tim Hardaway Jr.,
37,Home,15.1,6,2.2,0.7,0.5,1.3,Tobias Harris,
37,Road,14.2,5.5,2.8,1.1,0.6,1.1,Tobias Harris,
74,ALL,14.7,5.7,2.5,0.9,0.5,1.2,Tobias Harris,PHI
12,ALL,1.6,0.9,0.1,0.1,0.1,0.1,Tony Bradley,CHI
39,Road,8,5.6,1.4,0.6,0.9,1,Torrey Craig,
40,Home,6.9,5.2,1.5,0.6,0.7,0.8,Torrey Craig,
79,ALL,7.4,5.4,1.5,0.6,0.8,0.9,Torrey Craig,PHO
37,Home,27.5,3.4,10.7,1.1,0.1,4.1,Trae Young,
36,Road,24.9,2.5,9.6,1.1,0.1,4.1,Trae Young,
73,ALL,26.2,3,10.2,1.1,0.1,4.1,Trae Young,ATL
68,ALL,12.9,3.6,6.6,1.3,0.1,1.6,Tre Jones,SAS
38,Home,13.3,3.6,6.8,1.1,0.2,1.6,Tre Jones,
30,Road,12.3,3.6,6.4,1.6,0.1,1.7,Tre Jones,
67,ALL,7.7,2.3,1.8,0.6,0.2,0.9,Tre Mann,OKC
34,Home,8.4,2.7,2.3,0.8,0.2,1.1,Tre Mann,
33,Road,7.1,1.9,1.3,0.4,0.2,0.8,Tre Mann,
62,ALL,7.4,3.8,2.1,0.5,0.2,1.1,Trendon Watford,POR
34,Road,8.9,4.4,2.2,0.6,0.2,1.1,Trendon Watford,
28,Home,5.6,3.1,2,0.5,0.2,1.1,Trendon Watford,
23,ALL,2.3,1.6,1.7,0.3,0.1,0.7,Trent Forrest,ATL
8,Home,1.4,0.8,1.4,0,0.2,0.2,Trent Forrest,
15,Road,2.7,2.1,1.8,0.5,0,0.9,Trent Forrest,
7,ALL,3,2.4,0.9,0.3,0.7,1,Trevelin Queen,IND
5,Road,3.2,2.8,0.8,0.4,0.8,1.4,Trevelin Queen,
2,Home,2.5,1.5,1,0,0.5,0,Trevelin Queen,
5,ALL,1.8,0,0.6,0,0,0.2,Trevor Hudgins,HOU
3,ALL,1,0.7,0,0,0,0,Trevor Keels,NYK
74,ALL,7.6,4.1,0.9,0.4,0.4,0.9,Trey Lyles,SAC
38,Road,6.3,3.4,0.8,0.3,0.3,0.9,Trey Lyles,
36,Home,9,4.7,1,0.4,0.6,0.8,Trey Lyles,
39,Home,15.9,3.7,1.4,1.1,0.6,0.7,Trey Murphy III,
40,Road,13.2,3.4,1.4,1.2,0.5,0.8,Trey Murphy III,
79,ALL,14.5,3.6,1.4,1.1,0.5,0.8,Trey Murphy III,NOP
38,Road,7.1,3.7,1.3,0.7,0.2,0.8,Troy Brown Jr.,
76,ALL,7.1,4.1,1.3,0.8,0.2,0.6,Troy Brown Jr.,LAL
38,Home,7.1,4.4,1.2,0.8,0.3,0.5,Troy Brown Jr.,
45,ALL,6.9,1.7,3,0.5,0.1,0.7,Ty Jerome,GSW
21,Road,8.4,1.8,3.3,0.5,0.2,0.8,Ty Jerome,
24,Home,5.5,1.7,2.8,0.5,0,0.6,Ty Jerome,
31,ALL,4.7,1.5,1.5,0.5,0.1,0.5,TyTy Washington Jr.,HOU
16,Home,3.2,1.1,1.2,0.2,0.1,0.4,TyTy Washington Jr.,
15,Road,6.2,1.8,1.8,0.7,0.1,0.5,TyTy Washington Jr.,
3,ALL,3,0.7,0,0,0,0,Tyler Dorsey,DAL
34,Road,20.9,5.4,4,0.7,0.2,2.4,Tyler Herro,
33,Home,19.3,5.4,4.4,0.8,0.3,2.3,Tyler Herro,
67,ALL,20.1,5.4,4.2,0.8,0.2,2.4,Tyler Herro,MIA
25,Road,20.4,4,9.7,1.5,0.4,2.6,Tyrese Haliburton,
31,Home,21,3.4,11,1.7,0.5,2.4,Tyrese Haliburton,
56,ALL,20.7,3.7,10.4,1.6,0.4,2.5,Tyrese Haliburton,IND
16,ALL,1.3,0.8,0.1,0.1,0,0.1,Tyrese Martin,ATL
30,Home,17.8,2.5,3.9,0.8,0.2,1.4,Tyrese Maxey,
60,ALL,20.3,2.9,3.5,0.8,0.1,1.3,Tyrese Maxey,PHI
30,Road,22.8,3.3,3.1,0.8,0.1,1.2,Tyrese Maxey,
40,Road,10,2.4,4.8,1,0.1,1,Tyus Jones,
80,ALL,10.3,2.5,5.2,1,0.1,0.9,Tyus Jones,MEM
40,Home,10.6,2.6,5.6,1.1,0.1,0.9,Tyus Jones,
15,Road,3.5,3.2,0.4,0.2,0.3,0.7,Udoka Azubuike,
21,Home,3.5,3.4,0.2,0.1,0.5,0.4,Udoka Azubuike,
36,ALL,3.5,3.3,0.3,0.2,0.4,0.5,Udoka Azubuike,UTA
7,ALL,3.9,1.6,0,0.1,0.3,0.1,Udonis Haslem,MIA
40,Road,3.3,4.3,1,0.6,0.4,0.6,Usman Garuba,
75,ALL,3,4.1,0.9,0.6,0.4,0.6,Usman Garuba,HOU
35,Home,2.7,3.8,0.7,0.5,0.3,0.6,Usman Garuba,
11,ALL,0.5,1,0.3,0.2,0.2,0.2,Vernon Carey Jr.,WAS
22,Home,10.5,2.8,3.3,1.2,0.3,2.1,Victor Oladipo,
20,Road,10.9,3.3,3.6,1.5,0.2,2,Victor Oladipo,
42,ALL,10.7,3,3.5,1.4,0.3,2.1,Victor Oladipo,MIA
10,Road,2.7,1.3,0.3,0.3,0.1,0.5,Vince Williams Jr.,
5,Home,0.6,0.4,0.2,0.6,0.2,0,Vince Williams Jr.,
15,ALL,2,1,0.3,0.4,0.1,0.3,Vince Williams Jr.,MEM
29,ALL,1.2,0.9,0.6,0.2,0,0.2,Vit Krejci,ATL
60,ALL,5,2.1,1.3,0.4,0.2,0.6,Vlatko Cancar,DEN
29,Home,4.7,2.2,1.3,0.4,0.1,0.6,Vlatko Cancar,
31,Road,5.2,2.1,1.4,0.3,0.4,0.6,Vlatko Cancar,
74,ALL,9.2,8.4,0.9,0.4,2.3,0.8,Walker Kessler,UTA
36,Home,9.4,9.2,0.9,0.6,2.8,0.8,Walker Kessler,
38,Road,9,7.6,0.9,0.2,1.9,0.8,Walker Kessler,
27,Home,15,8.5,2.4,0.6,0.6,2,Wendell Carter Jr.,
30,Road,15.4,8.9,2.3,0.5,0.6,1.8,Wendell Carter Jr.,
57,ALL,15.2,8.7,2.3,0.5,0.6,1.9,Wendell Carter Jr.,ORL
29,ALL,1.4,0.6,0.6,0.3,0.2,0.3,Wendell Moore Jr.,MIN
16,Road,1,0.6,0.8,0.4,0.2,0.3,Wendell Moore Jr.,
13,Home,2,0.6,0.5,0.2,0.2,0.2,Wendell Moore Jr.,
68,ALL,5.5,4.2,0.5,0.4,0.5,0.7,Wenyen Gabriel,LAL
52,ALL,3.4,2.2,0.7,0.4,0.3,0.3,Wesley Matthews,MIL
28,Home,3.4,2.3,0.6,0.4,0.1,0.4,Wesley Matthews,
24,Road,3.5,2,0.7,0.4,0.4,0.2,Wesley Matthews,
56,ALL,6.8,2.4,2,0.5,0.2,0.9,Will Barton,TOT
38,ALL,6.9,4.7,0.9,0.4,0.3,1,Willy Hernang?mez,NOP
10,ALL,3.8,3.8,0.6,0.6,0.4,0.8,Xavier Cooks,WAS
4,ALL,1.8,0.8,1.3,0,0,0.3,Xavier Moon,LAC
4,ALL,4.3,1.3,1.3,0,0.3,0.8,Xavier Sneed,CHO
34,Home,7.2,4.9,1.6,0.9,0.4,0.9,Xavier Tillman Sr.,
27,Road,6.8,5.1,1.6,1.1,0.6,0.6,Xavier Tillman Sr.,
61,ALL,7,5,1.6,1,0.5,0.7,Xavier Tillman Sr.,MEM
58,ALL,5.6,2.4,0.8,0.4,0.3,0.4,Yuta Watanabe,BRK
28,Home,5,2.2,0.9,0.2,0.3,0.4,Yuta Watanabe,
30,Road,6,2.6,0.8,0.6,0.3,0.4,Yuta Watanabe,
63,ALL,11.6,6.4,2.9,0.6,0.8,2,Zach Collins,SAS
34,Home,11.6,6.6,2.9,0.5,1,2.2,Zach Collins,
29,Road,11.7,6.1,2.8,0.7,0.6,1.9,Zach Collins,
41,Home,23.3,4.4,4.3,0.9,0.2,2.6,Zach LaVine,
77,ALL,24.8,4.5,4.2,0.9,0.2,2.5,Zach LaVine,CHI
36,Road,26.6,4.6,4.2,0.9,0.2,2.4,Zach LaVine,
53,ALL,5.2,2.6,0.3,0.3,0.4,0.6,Zeke Nnaji,DEN
29,Home,5.8,2.6,0.4,0.3,0.4,0.6,Zeke Nnaji,
24,Road,4.5,2.6,0.2,0.3,0.4,0.6,Zeke Nnaji,
20,Road,6.4,2.1,1.2,0.4,0.2,1.2,Ziaire Williams,
17,Home,4.8,2.2,0.6,0.4,0.2,0.8,Ziaire Williams,
37,ALL,5.7,2.1,0.9,0.4,0.2,1,Ziaire Williams,MEM
15,Road,24.8,7.8,5,1,0.4,3.3,Zion Williamson,
29,ALL,26,7,4.6,1.1,0.6,3.4,Zion Williamson,NOP
14,Home,27.3,6.1,4.1,1.2,0.7,3.5,Zion Williamson,
